root - WARNING - step 0: train loss 2.201447, val loss 2.247372, lr 0.000000, mfu -100.00%
root - WARNING - step 74000: train loss 0.469146, val loss 0.611064, lr 0.000100, mfu 0.18%
root - WARNING - step 74250: train loss 0.472002, val loss 0.615166, lr 0.000100, mfu 0.18%
root - WARNING - step 74500: train loss 0.467157, val loss 0.613395, lr 0.000100, mfu 0.18%
root - WARNING - step 74750: train loss 0.474525, val loss 0.616471, lr 0.000100, mfu 0.17%
root - WARNING - step 75000: train loss 0.470913, val loss 0.610168, lr 0.000100, mfu 0.19%
root - WARNING - step 75250: train loss 0.470736, val loss 0.616799, lr 0.000100, mfu 0.19%
root - WARNING - step 75500: train loss 0.468095, val loss 0.612550, lr 0.000100, mfu 0.19%
root - WARNING - step 75750: train loss 0.471373, val loss 0.611885, lr 0.000100, mfu 0.18%
root - WARNING - step 76000: train loss 0.472463, val loss 0.616757, lr 0.000100, mfu 0.18%
root - WARNING - step 76250: train loss 0.473751, val loss 0.609269, lr 0.000100, mfu 0.18%
root - WARNING - step 76500: train loss 0.468522, val loss 0.607770, lr 0.000100, mfu 0.18%
root - WARNING - step 76750: train loss 0.465916, val loss 0.615851, lr 0.000100, mfu 0.19%
root - WARNING - step 77000: train loss 0.465575, val loss 0.617035, lr 0.000100, mfu 0.18%
root - WARNING - step 77250: train loss 0.471437, val loss 0.614316, lr 0.000100, mfu 0.18%
root - WARNING - step 77500: train loss 0.473840, val loss 0.613411, lr 0.000100, mfu 0.18%
root - WARNING - step 77750: train loss 0.473383, val loss 0.609990, lr 0.000100, mfu 0.18%
root - WARNING - step 78000: train loss 0.462944, val loss 0.610169, lr 0.000100, mfu 0.19%
root - WARNING - step 78250: train loss 0.469516, val loss 0.608427, lr 0.000100, mfu 0.18%
root - WARNING - step 78500: train loss 0.467951, val loss 0.615421, lr 0.000100, mfu 0.18%
root - WARNING - step 78750: train loss 0.463837, val loss 0.611543, lr 0.000100, mfu 0.18%
root - WARNING - step 79000: train loss 0.467456, val loss 0.609400, lr 0.000100, mfu 0.19%
root - WARNING - step 79250: train loss 0.463614, val loss 0.614465, lr 0.000100, mfu 0.18%
root - WARNING - step 79500: train loss 0.462650, val loss 0.612973, lr 0.000100, mfu 0.18%
root - WARNING - step 79750: train loss 0.473583, val loss 0.609834, lr 0.000100, mfu 0.18%
root - WARNING - step 80000: train loss 0.468260, val loss 0.610167, lr 0.000100, mfu 0.18%
root - WARNING - step 80250: train loss 0.466024, val loss 0.618637, lr 0.000100, mfu 0.18%
root - WARNING - step 80500: train loss 0.466606, val loss 0.615670, lr 0.000100, mfu 0.19%
root - WARNING - step 80750: train loss 0.464743, val loss 0.610072, lr 0.000100, mfu 0.19%
root - WARNING - step 81000: train loss 0.472168, val loss 0.618129, lr 0.000100, mfu 0.18%
root - WARNING - step 81250: train loss 0.469283, val loss 0.614169, lr 0.000100, mfu 0.19%
root - WARNING - step 81500: train loss 0.470544, val loss 0.612129, lr 0.000100, mfu 0.19%
root - WARNING - step 81750: train loss 0.466483, val loss 0.614907, lr 0.000100, mfu 0.19%
root - WARNING - step 82000: train loss 0.467447, val loss 0.609634, lr 0.000100, mfu 0.18%
root - WARNING - step 82250: train loss 0.468905, val loss 0.615718, lr 0.000100, mfu 0.19%
root - WARNING - step 82500: train loss 0.470441, val loss 0.617033, lr 0.000100, mfu 0.18%
root - WARNING - step 82750: train loss 0.458018, val loss 0.614955, lr 0.000100, mfu 0.19%
root - WARNING - step 83000: train loss 0.468072, val loss 0.617949, lr 0.000100, mfu 0.17%
root - WARNING - step 83250: train loss 0.462644, val loss 0.613137, lr 0.000100, mfu 0.20%
root - WARNING - step 83500: train loss 0.471248, val loss 0.614818, lr 0.000100, mfu 0.19%
root - WARNING - step 83750: train loss 0.460436, val loss 0.614849, lr 0.000100, mfu 0.19%
root - WARNING - step 84000: train loss 0.465517, val loss 0.611333, lr 0.000100, mfu 0.18%
root - WARNING - step 84250: train loss 0.465713, val loss 0.610987, lr 0.000100, mfu 0.18%
root - WARNING - step 84500: train loss 0.464973, val loss 0.610232, lr 0.000100, mfu 0.19%
root - WARNING - step 84750: train loss 0.466124, val loss 0.609488, lr 0.000100, mfu 0.18%
root - WARNING - step 85000: train loss 0.464903, val loss 0.610651, lr 0.000100, mfu 0.19%
root - WARNING - step 85250: train loss 0.469815, val loss 0.611491, lr 0.000100, mfu 0.18%
root - WARNING - step 85500: train loss 0.462268, val loss 0.616267, lr 0.000100, mfu 0.19%
root - WARNING - step 85750: train loss 0.464541, val loss 0.607848, lr 0.000100, mfu 0.18%
root - WARNING - step 86000: train loss 0.461371, val loss 0.613624, lr 0.000100, mfu 0.19%
root - WARNING - step 86250: train loss 0.462272, val loss 0.612495, lr 0.000100, mfu 0.18%
root - WARNING - step 86500: train loss 0.470383, val loss 0.616145, lr 0.000100, mfu 0.19%
root - WARNING - step 86750: train loss 0.469268, val loss 0.612927, lr 0.000100, mfu 0.19%
root - WARNING - step 87000: train loss 0.476174, val loss 0.616024, lr 0.000100, mfu 0.19%
root - WARNING - step 87250: train loss 0.464476, val loss 0.609861, lr 0.000100, mfu 0.19%
root - WARNING - step 87500: train loss 0.462862, val loss 0.609322, lr 0.000100, mfu 0.19%
root - WARNING - step 87750: train loss 0.473297, val loss 0.609444, lr 0.000100, mfu 0.19%
root - WARNING - step 88000: train loss 0.463945, val loss 0.612166, lr 0.000100, mfu 0.19%
root - WARNING - step 88250: train loss 0.471700, val loss 0.606739, lr 0.000100, mfu 0.19%
root - WARNING - step 88500: train loss 0.467679, val loss 0.605931, lr 0.000100, mfu 0.19%
root - WARNING - step 88750: train loss 0.466310, val loss 0.620608, lr 0.000100, mfu 0.18%
root - WARNING - step 89000: train loss 0.466652, val loss 0.614386, lr 0.000100, mfu 0.19%
root - WARNING - step 89250: train loss 0.460340, val loss 0.610151, lr 0.000100, mfu 0.18%
root - WARNING - step 89500: train loss 0.465643, val loss 0.612791, lr 0.000100, mfu 0.18%
root - WARNING - step 89750: train loss 0.470969, val loss 0.609130, lr 0.000100, mfu 0.18%
root - WARNING - step 90000: train loss 0.471976, val loss 0.611683, lr 0.000100, mfu 0.19%
root - WARNING - step 90250: train loss 0.468580, val loss 0.608841, lr 0.000100, mfu 0.18%
root - WARNING - step 90500: train loss 0.463796, val loss 0.611211, lr 0.000100, mfu 0.19%
root - WARNING - step 90750: train loss 0.469124, val loss 0.616555, lr 0.000100, mfu 0.19%
root - WARNING - step 91000: train loss 0.465585, val loss 0.611504, lr 0.000100, mfu 0.18%
root - WARNING - step 91250: train loss 0.473715, val loss 0.616457, lr 0.000100, mfu 0.19%
root - WARNING - step 91500: train loss 0.478066, val loss 0.615466, lr 0.000100, mfu 0.19%
root - WARNING - step 91750: train loss 0.464597, val loss 0.617099, lr 0.000100, mfu 0.19%
root - WARNING - step 92000: train loss 0.466367, val loss 0.616661, lr 0.000100, mfu 0.19%
root - WARNING - step 92250: train loss 0.463972, val loss 0.608409, lr 0.000100, mfu 0.19%
root - WARNING - step 92500: train loss 0.474357, val loss 0.607988, lr 0.000100, mfu 0.18%
root - WARNING - step 92750: train loss 0.466710, val loss 0.611448, lr 0.000100, mfu 0.19%
root - WARNING - step 93000: train loss 0.471155, val loss 0.611282, lr 0.000100, mfu 0.19%
root - WARNING - step 93250: train loss 0.467817, val loss 0.617997, lr 0.000100, mfu 0.18%
root - WARNING - step 93500: train loss 0.463800, val loss 0.608559, lr 0.000100, mfu 0.20%
root - WARNING - step 93750: train loss 0.472533, val loss 0.614035, lr 0.000100, mfu 0.18%
root - WARNING - step 94000: train loss 0.470643, val loss 0.612843, lr 0.000100, mfu 0.18%
root - WARNING - step 94250: train loss 0.468773, val loss 0.611106, lr 0.000100, mfu 0.19%
root - WARNING - step 94500: train loss 0.468890, val loss 0.613679, lr 0.000100, mfu 0.18%
root - WARNING - step 94750: train loss 0.467890, val loss 0.606867, lr 0.000100, mfu 0.18%
root - WARNING - step 95000: train loss 0.470186, val loss 0.612834, lr 0.000100, mfu 0.18%
root - WARNING - step 95250: train loss 0.464339, val loss 0.609388, lr 0.000100, mfu 0.19%
root - WARNING - step 95500: train loss 0.466154, val loss 0.612442, lr 0.000100, mfu 0.18%
root - WARNING - step 95750: train loss 0.470059, val loss 0.611022, lr 0.000100, mfu 0.19%
root - WARNING - step 96000: train loss 0.455014, val loss 0.617505, lr 0.000100, mfu 0.18%
root - WARNING - step 96250: train loss 0.466272, val loss 0.612412, lr 0.000100, mfu 0.18%
root - WARNING - step 96500: train loss 0.461598, val loss 0.613097, lr 0.000100, mfu 0.20%
root - WARNING - step 96750: train loss 0.466897, val loss 0.615077, lr 0.000100, mfu 0.19%
root - WARNING - step 97000: train loss 0.464851, val loss 0.613468, lr 0.000100, mfu 0.18%
root - WARNING - step 97250: train loss 0.469127, val loss 0.610727, lr 0.000100, mfu 0.19%
root - WARNING - step 97500: train loss 0.465009, val loss 0.607544, lr 0.000100, mfu 0.18%
root - WARNING - step 97750: train loss 0.463604, val loss 0.613056, lr 0.000100, mfu 0.18%
root - WARNING - step 98000: train loss 0.468330, val loss 0.609563, lr 0.000100, mfu 0.20%
root - WARNING - step 98250: train loss 0.463261, val loss 0.615724, lr 0.000100, mfu 0.21%
root - WARNING - step 98500: train loss 0.462760, val loss 0.604958, lr 0.000100, mfu 0.18%
root - WARNING - step 98750: train loss 0.465724, val loss 0.604571, lr 0.000100, mfu 0.18%
root - WARNING - step 99000: train loss 0.468235, val loss 0.619683, lr 0.000100, mfu 0.19%
root - WARNING - step 99250: train loss 0.464891, val loss 0.613895, lr 0.000100, mfu 0.19%
root - WARNING - step 99500: train loss 0.465177, val loss 0.611082, lr 0.000100, mfu 0.19%
root - WARNING - step 99750: train loss 0.464506, val loss 0.610882, lr 0.000100, mfu 0.19%
root - WARNING - step 100000: train loss 0.463255, val loss 0.616532, lr 0.000100, mfu 0.19%
